  apex.x  apex.y  apex.z  axis.x  axis.y  axis.z  cosHalfAngle          E0        Edpst   history_number
    4.24    1.57    0.59   -1.10    3.38    0.62   0.92165986   0.66100001   0.06082000       250175
    1.04    2.96    0.11   -0.04   -1.62    1.19  -0.26971949   0.66100001   0.41085200       250183
    7.05    2.65   -1.61    0.46    0.23    0.19   0.76177467   0.66100001   0.15570800       250184
    3.84    1.45   -0.66    1.99    0.16    0.87   0.12595392   0.66100001   0.35076100       250229
    1.91    2.60    0.98   -0.74    0.88   -0.58   0.74250505   0.66100001   0.16515600       250264
    5.54    3.73    0.75    0.32   -0.24    0.21  -0.30988001   0.66100001   0.41567500       250330
    2.84    1.46    0.20   -0.70    1.61   -1.49   0.16547043   0.66100001   0.34313500       250344
    7.51    2.83   -1.05   -0.10   -0.28   -0.16  -0.81194077   0.66100001   0.46332200       250355
    3.11    1.67   -0.64    3.77    1.23   -0.72   0.31836626   0.66100001   0.30972600       250364
    1.33    3.02    0.92    0.39    1.72   -0.27   0.90886773   0.66100001   0.06970400       250370
    3.59    3.52    1.12    0.94   -0.01   -0.75   0.02929976   0.66100001   0.36795700       250371
    1.84    2.83   -1.19    0.21    1.12    0.75   0.21264668   0.66100001   0.33352500       250387
    7.12    2.07   -0.32   -1.04    0.94    0.24   0.40851592   0.66100001   0.28651900       250415
    5.94    3.15    1.32   -0.02   -0.16    0.02  -0.69682840   0.66100001   0.45410900       250420
    4.13    1.41    0.69   -0.02    1.37    0.81   0.88330309   0.66100001   0.08669300       250466
    7.79    3.13   -1.40    0.02   -0.21    0.08  -0.61129185   0.66100001   0.44668700       250467
    1.84    3.79    1.13   -0.57   -0.85    0.28  -0.78888449   0.66100001   0.46154300       250515
    3.03    2.49   -1.14   -0.03    0.13    0.10   0.19486338   0.66100001   0.33721500       250538
    3.50    1.45    0.89    0.33    1.87   -0.31   0.89945931   0.66100001   0.07607200       250546
    2.41    1.65   -0.91    0.09    0.30    0.00   0.91347466   0.66100001   0.06653500       250576
    2.70    1.62    0.49    0.95   -0.33   -0.17  -0.44056411   0.66100001   0.43015800       250579
    3.02    2.71   -0.33    0.15   -0.25    0.00  -0.60587489   0.66100001   0.44619900       250607
    5.34    3.14    0.70    0.73   -0.85    0.28  -0.83617500   0.66100001   0.46515800       250622
    1.97    4.86    0.08    0.00    0.31    0.34   0.70092693   0.66100001   0.18438500       250634
    7.89    4.12    0.05   -0.02    1.16   -0.38   0.90317875   0.66100001   0.07357100       250648
    2.61    1.80   -1.41   -0.23    0.56   -0.03   0.96075054   0.66100001   0.03193800       250700
    5.28    1.39    1.19   -0.02    1.01    0.22   0.98016044   0.66100001   0.01653900       250709
    4.59    4.09   -0.47   -0.07    0.27    0.59   0.39675508   0.66100001   0.28971900       250735
    5.55    1.31   -1.43    1.37    0.71    0.61   0.50836677   0.66100001   0.25695300       250761
    7.22    3.09   -1.55   -0.03   -0.04   -0.01   0.42843336   0.66100001   0.28097200       250815
    1.32    1.30    1.47    0.53    0.83   -0.56  -0.31066993   0.66100001   0.41576800       250852
    5.67    1.49    0.13   -0.48    0.62    0.02   0.68956939   0.66100001   0.18938100       250859
    2.57    1.68    1.44   -0.67    1.59    0.18   0.95507585   0.66100001   0.03630200       250921
    3.71    2.19   -0.74   -0.55    0.50    0.00   0.03832739   0.66100001   0.36643200       250983
    3.49    1.67   -1.45   -1.59    0.92    1.23   0.37672840   0.66100001   0.29504400       251003
    4.03    1.64   -1.74    0.06    1.34    0.80   0.75804031   0.66100001   0.15756700       251017
    4.91    3.38   -0.28    0.02    0.29    0.32   0.59040881   0.66100001   0.22892400       251032
    3.08    2.97    1.08    0.77    1.04    0.30   0.70644341   0.66100001   0.18192000       251048
    5.10    3.48    0.04    0.14    0.49   -1.02   0.42005955   0.66100001   0.28332400       251069
    3.44    5.31    1.13    1.37   -0.21   -1.89   0.64231249   0.66100001   0.20909100       251073
    5.72    1.48    1.64    0.15    1.54   -0.90   0.78783994   0.66100001   0.14234000       251181
    2.35    1.70    0.32   -1.64    3.50    1.06   0.91811142   0.66100001   0.06331100       251211
    5.85    2.23    0.10    0.36    0.77    0.29   0.91470778   0.66100001   0.06568100       251213
    4.74    3.58    0.64    0.07    0.34   -0.81   0.33482158   0.66100001   0.30570700       251248
    3.20    1.50    0.28   -0.13    0.98    0.53   0.88434300   0.66100001   0.08602100       251277
    7.45    4.38   -1.22   -0.33   -0.09    0.05  -0.30509386   0.66100001   0.41511000       251281
    5.53    3.64   -1.54    0.09    0.25    0.35  -0.56464936   0.66100001   0.44241100       251311
    2.41    1.62    0.82   -0.30    0.71    0.52   0.83758830   0.66100001   0.11475800       251323
    3.21    2.57   -0.82    0.18    0.01   -0.25   0.00703164   0.66100001   0.37165200       251383
    3.30    3.55   -1.65   -0.31    1.03    0.29   0.87785831   0.66100001   0.09018600       251387
    2.13    4.44   -0.69   -0.65   -0.59    2.24  -0.03848451   0.66100001   0.37892200       251389
    2.01    2.52   -1.21    0.13    0.28    0.13   0.73275743   0.66100001   0.16980200       251396
    2.91    4.34   -1.62    1.55    0.18    2.62  -0.03841387   0.66100001   0.37891100       251417
    5.72    1.54   -0.68    1.05    0.05    0.44  -0.05529827   0.66100001   0.38151600       251460
    1.70    3.12   -1.61   -0.66    1.46    0.43   0.88787161   0.66100001   0.08372900       251507
    3.68    2.77   -0.85   -0.44    0.67   -0.34   0.78862004   0.66100001   0.14192900       251543
    6.48    3.21   -1.21    1.52    1.71    0.01   0.88909971   0.66100001   0.08292700       251618
    0.94    2.56    1.41    0.53    1.20    0.27   0.85364090   0.66100001   0.10522100       251622
    2.19    1.77    0.90   -1.54    3.06    0.84   0.92722947   0.66100001   0.05686800       251629
    1.00    5.08   -0.70   -0.92    0.16    0.62   0.52245928   0.66100001   0.25240000       251644
    2.35    1.79   -0.29   -0.77   -0.14   -0.78  -0.18160782   0.66100001   0.39957600       251663
    1.05    1.91    0.94    0.44    0.66   -0.02   0.69882855   0.66100001   0.18531600       251684
    7.11    2.36    0.89    0.32    0.00    0.32   0.33548111   0.66100001   0.30554400       251743
    4.93    4.96    1.17   -0.14    0.61    0.10   0.94909817   0.66100001   0.04083400       251764
    3.88    1.72   -0.01    1.22    1.85    1.53   0.65403747   0.66100001   0.20435600       251769
    5.05    1.71   -0.51    1.21    0.97   -0.89   0.65742367   0.66100001   0.20297000       251823
    3.68    2.44   -0.61   -0.03    0.49    0.88   0.47614973   0.66100001   0.26699000       251850
    3.67    1.85   -0.28   -0.15    2.54   -0.99   0.92964054   0.66100001   0.05514100       251864
    6.24    2.42   -1.56   -0.29   -0.31   -0.08  -0.77429941   0.66100001   0.46040100       251888
    7.81    2.00    0.80    0.12    2.28   -1.18   0.82636808   0.66100001   0.12123200       251902
    2.84    2.12    0.05   -0.12    0.16   -0.17  -0.26280973   0.66100001   0.41000300       251908
    4.52    4.32   -0.57   -0.15   -0.08    0.18  -0.23626378   0.66100001   0.40668700       251909
    6.27    5.23   -0.11   -0.21   -0.85    0.57  -0.89376244   0.66100001   0.46938700       251928
    4.79    1.47    0.10    0.16    0.14   -0.53   0.59422030   0.66100001   0.22752700       252007
    4.18    1.45    0.57   -0.02    0.40    0.22   0.90673447   0.66100001   0.07116000       252045
    3.29    2.56    0.17   -0.07    0.15   -0.48   0.36841460   0.66100001   0.29721000       252079
    7.12    1.35   -0.40    0.11    0.23   -0.27   0.62805262   0.66100001   0.21471900       252159
    0.85    3.31    1.62    1.15    0.52   -0.07   0.25180316   0.66100001   0.32509600       252161
    2.19    1.60   -0.53   -0.31    0.94    1.01   0.65455675   0.66100001   0.20414400       252162
    3.44    4.35   -1.20   -0.34    0.24    0.19   0.39719236   0.66100001   0.28960100       252212
    4.35    3.61   -0.90    0.19    0.29   -0.23   0.77642966   0.66100001   0.14827800       252235
    6.48    2.11   -0.40   -0.23    1.06    1.88   0.43286278   0.66100001   0.27971600       252248
    1.68    1.91    1.07   -0.34    0.64   -0.24   0.86835170   0.66100001   0.09618400       252253
    0.43    1.58   -1.30   -0.27    0.24    0.05   0.79285009   0.66100001   0.13968900       252331
    5.84    2.59    0.30   -1.56   -0.14   -0.07  -0.29533603   0.66100001   0.41395000       252332
    7.09    3.49    0.31    0.27   -0.01    0.04   0.28289290   0.66100001   0.31808800       252358
    6.42    3.36   -0.41    0.49    0.58    0.21   0.83015186   0.66100001   0.11906600       252362
    0.98    1.53    0.25    0.18    0.44   -0.02   0.82123832   0.66100001   0.12414100       252372
    3.79    3.95    0.82   -0.77   -0.59    0.52  -0.34274819   0.66100001   0.41948600       252411
    3.38    2.60   -0.66   -0.73    0.17    0.10   0.24853991   0.66100001   0.32581500       252416
    4.77    4.24   -0.69    0.06    0.07    0.60   0.09827632   0.66100001   0.35588800       252467
    1.06    3.05    0.16    0.06    0.75   -0.11   0.94593054   0.66100001   0.04320900       252488
    3.95    1.74   -0.14    0.54    1.32   -0.29   0.92143851   0.66100001   0.06097600       252557
    7.94    3.21   -0.02   -0.20    0.27    0.01   0.59072076   0.66100001   0.22881000       252582
    2.43    1.65    0.56   -0.29   -0.35   -0.07  -0.59352414   0.66100001   0.44507800       252586
    5.06    1.74   -1.47    2.61    1.33    0.98   0.55474231   0.66100001   0.24157300       252613
    0.48    3.30   -1.56   -0.23   -0.46    0.50  -0.80034155   0.66100001   0.46243100       252655
    7.14    2.36    0.01    0.59    1.05    0.55   0.88611851   0.66100001   0.08487000       252695
    3.04    1.49    0.66    0.81   -0.19    0.22  -0.23403028   0.66100001   0.40640400       252714
    7.63    2.71    0.46    0.31   -0.14    0.42   0.10685554   0.66100001   0.35431700       252757
    4.02    2.17   -0.43   -0.54    1.13    1.26   0.57315472   0.66100001   0.23513700       252773
    3.81    2.35    1.16   -0.29    0.24    0.49   0.46968922   0.66100001   0.26894300       252778
    2.72    2.81   -1.09    0.30    0.74    0.18   0.87337095   0.66100001   0.09303300       252784
    3.84    1.90    0.49    0.23    0.62    0.51   0.79017845   0.66100001   0.14110600       252795
    1.28    2.16    0.41    1.08    2.11   -0.79   0.75879382   0.66100001   0.15719300       252801
    5.97    1.83   -0.43   -0.19    1.15   -0.49   0.86622915   0.66100001   0.09750600       252817
    6.94    2.48   -0.08   -0.55    0.63   -0.25   0.92783248   0.66100001   0.05643700       252888
    2.82    2.83    0.42    0.77    1.62    0.68   0.82810826   0.66100001   0.12023800       252922
    7.03    3.76    1.17    0.00    0.59    0.24   0.92961548   0.66100001   0.05515900       252971
    6.27    1.82    0.33    0.43    0.15    0.02   0.47685375   0.66100001   0.26677600       252974
    7.05    2.54    1.19    0.07    0.36    0.30   0.86834369   0.66100001   0.09618900       253056
    3.36    1.42   -1.63    0.22    2.23    0.87   0.86885758   0.66100001   0.09586800       253070
    1.62    2.55   -1.66   -0.06   -0.23    0.09  -0.78874321   0.66100001   0.46153200       253075
    7.36    2.95   -1.57   -1.79    0.44    0.93  -0.26624655   0.66100001   0.41042600       253078
    4.45    4.36   -0.27    0.45   -0.72   -0.68  -0.51990986   0.66100001   0.43814600       253093
    3.51    3.39   -0.50   -0.08    0.13    0.36   0.31797688   0.66100001   0.30982000       253100
    2.80    2.97   -1.26    0.25    0.18   -0.05  -0.56411476   0.66100001   0.44236100       253122
    2.17    3.91    0.50   -0.89    1.27   -0.20   0.86146481   0.66100001   0.10045100       253155
    6.30    2.16   -1.26   -0.23    1.08   -0.02   0.90004737   0.66100001   0.07567800       253172
    3.40    1.43   -0.03   -0.45    0.15    0.46   0.21253708   0.66100001   0.33354800       253254
    7.21    1.86    1.39    0.75   -0.29   -0.01   0.16168358   0.66100001   0.34388200       253291
    0.88    1.70    1.31   -0.03    1.35    0.28   0.96734557   0.66100001   0.02678900       253367
    2.48    1.42   -1.07   -0.04    0.64    1.45   0.37646126   0.66100001   0.29511400       253443
    5.30    3.31   -0.67    2.58    1.14    0.50   0.52248682   0.66100001   0.25239100       253467
    0.52    4.18    1.64    0.06    1.24   -0.84   0.68569595   0.66100001   0.19106100       253489
    4.03    4.09    0.05    0.11    1.05   -0.42   0.93622773   0.66100001   0.05037200       253523
    6.55    1.97   -1.46    0.54    0.92    0.56   0.78223297   0.66100001   0.14527500       253545
    6.47    5.20   -0.91   -0.39   -0.42    0.28  -0.70326788   0.66100001   0.45464700       253599
    4.13    4.49    1.05    1.75   -1.13   -0.36  -0.66745587   0.66100001   0.45161900       253612
    0.15    3.48    1.21    0.04   -0.46   -0.04  -0.95531789   0.66100001   0.47371000       253619
    4.12    2.37   -0.73    0.07   -0.45   -0.46  -0.46598656   0.66100001   0.43277900       253621
    2.13    3.81    1.41   -1.26    1.61    0.05   0.93265619   0.66100001   0.05296700       253628
    7.19    2.03    0.98    0.23   -0.16    0.01  -0.47120831   0.66100001   0.43331000       253644
    3.59    2.54    0.43   -1.46    1.01   -0.84   0.44199186   0.66100001   0.27710100       253674
    0.63    1.42   -0.68    0.26    0.54    0.45   0.55152700   0.66100001   0.24267700       253730
    5.01    5.09    0.20    0.18    0.16   -0.30   0.39397297   0.66100001   0.29046800       253752
    2.52    2.15    0.30   -0.12    0.61    0.92   0.64401391   0.66100001   0.20841000       253780
    4.35    1.78    0.43    0.06   -0.28   -0.10  -0.86063715   0.66100001   0.46697700       253798
    5.43    1.88    0.16    0.21    0.47   -0.08   0.95251052   0.66100001   0.03825500       253842
    3.97    3.12    1.29    0.04    2.42   -1.28   0.82184075   0.66100001   0.12380100       253847
    3.08    2.53    1.49    0.14   -0.05    0.16  -0.02996401   0.66100001   0.37758900       253875
    5.01    2.30   -1.35    2.15    1.42    1.96   0.37627420   0.66100001   0.29516300       253893
    1.54    1.33   -1.34    1.02    0.14   -0.12  -0.00464168   0.66100001   0.37355200       253918
    3.18    2.27    0.54    0.14   -0.18    0.05  -0.81889014   0.66100001   0.46385200       253922
    4.35    2.61   -0.59   -1.08   -0.22   -0.07  -0.20741849   0.66100001   0.40298300       253932
    3.37    1.87    0.06    1.30    0.01   -0.11   0.17721849   0.66100001   0.34079500       253940
    1.98    1.87   -0.48    0.75    0.80   -0.16   0.68961074   0.66100001   0.18936300       253947
    3.34    2.53   -0.28    0.56    0.54   -0.59   0.51868938   0.66100001   0.25362800       253956
    1.26    2.18   -0.22    0.55   -0.68   -0.02  -0.49696039   0.66100001   0.43589300       253957
    1.48    3.75   -1.01    2.79    1.16    0.01   0.26960817   0.66100001   0.32111800       253973
    5.27    2.07   -0.65    0.34    0.07    0.52  -0.39938160   0.66100001   0.42578200       253985
    4.31    3.13    1.24    0.69   -0.11    0.06   0.16574855   0.66100001   0.34308000       254018
    2.07    1.34   -0.17   -0.43    0.44    0.02   0.80095431   0.66100001   0.13534300       254022
    1.12    3.80    0.06   -0.47   -0.10    1.12  -0.08504985   0.66100001   0.38599100       254093
    5.69    3.68    1.65   -0.15    0.15   -0.15   0.18751798   0.66100001   0.33871500       254107
