  apex.x  apex.y  apex.z  axis.x  axis.y  axis.z  cosHalfAngle          E0        Edpst   history_number
    2.88    1.63   -0.53   -0.28    0.37    0.66   0.43548334   0.66100001   0.27896900        98066
    6.36    2.80    0.14    0.04   -0.27   -0.22  -0.79500026   0.66100001   0.46201800        98094
    6.00    2.57    1.65    0.08    0.04   -0.14   0.15441510   0.66100001   0.34530600        98103
    6.38    2.43    0.15    0.52   -0.64   -0.46  -0.36355587   0.66100001   0.42183800        98175
    2.34    5.14    0.35   -0.59    0.13   -1.00   0.01805252   0.66100001   0.36983500        98188
    5.53    3.77    0.04   -1.26   -0.29    0.47  -0.33465812   0.66100001   0.41855900        98301
    5.99    4.04   -0.14   -0.22    0.29    0.67   0.24032251   0.66100001   0.32761200        98309
    0.93    2.62   -1.43   -0.35   -0.13    0.93  -0.06100095   0.66100001   0.38238500        98312
    4.60    1.65    1.15    0.44    1.25   -0.13   0.94467545   0.66100001   0.04414500        98324
    3.36    1.66   -0.35   -1.83    2.68   -0.38   0.84238958   0.66100001   0.11194000        98366
    4.71    1.50    0.79   -0.23    1.03    0.17   0.94847058   0.66100001   0.04130600        98382
    2.36    5.00    0.00    0.09    0.44    0.22   0.67329021   0.66100001   0.19636200        98388
    4.72    4.21   -1.54   -0.32    0.52   -0.14   0.82446654   0.66100001   0.12231400        98457
    2.43    3.12    0.93    0.44   -0.45   -0.71  -0.51446954   0.66100001   0.43761600        98494
    4.50    3.86    1.08    0.58    0.06    0.43   0.19892776   0.66100001   0.33637900        98507
    6.70    2.52   -0.47    0.09    0.08   -0.33  -0.73783723   0.66100001   0.45748800        98515
    5.26    1.63   -0.46   -0.07    0.12    0.02   0.75438591   0.66100001   0.15937300        98539
    6.10    4.92    0.13   -0.29   -0.24    0.00  -0.69761657   0.66100001   0.45417500        98579
    6.92    1.67   -0.18   -0.11    0.23    0.14  -0.29703703   0.66100001   0.41415300        98585
    3.54    3.99   -0.89   -0.42    0.08    0.08   0.20674441   0.66100001   0.33475900        98616
    4.71    1.62   -1.46    0.30    2.31    0.46   0.94649916   0.66100001   0.04278400        98640
    7.18    1.45    0.82    0.20    0.21   -0.65   0.26153197   0.66100001   0.32293400        98655
    1.16    1.37   -0.62    0.44    1.89   -0.18   0.90568892   0.66100001   0.07187100        98683
    2.41    2.79   -1.43   -0.22    0.97   -0.20   0.97405057   0.66100001   0.02146700        98712
    4.82    2.59   -1.01   -0.13    0.16   -0.08   0.71045804   0.66100001   0.18011000        98714
    4.44    4.67   -1.60    0.04    0.22    0.04   0.95549334   0.66100001   0.03598300        98785
    5.00    1.42   -0.66    0.35    1.53    0.10   0.98361124   0.66100001   0.01372200        98831
    5.22    2.25    0.32   -0.16    1.83   -1.31   0.78749790   0.66100001   0.14252000        98885
    6.48    1.90   -1.74   -0.24    0.97    0.76   0.63328823   0.66100001   0.21266900        98888
    5.37    2.92   -0.32    0.88    1.12   -0.42   0.83413848   0.66100001   0.11676500        98921
    3.79    1.70    1.18   -0.19    3.82   -0.76   0.94932929   0.66100001   0.04066000        98936
    7.78    2.57    1.55   -0.70   -0.03   -0.07  -0.40062917   0.66100001   0.42591700        98963
    5.08    3.27    0.51    0.22    0.48   -0.11   0.91599199   0.66100001   0.06478900        98967
    5.95    1.68    1.09    1.19    3.81   -0.57   0.96776205   0.66100001   0.02646100        99076
    0.27    1.72    0.07   -0.05    0.03    0.06   0.56630283   0.66100001   0.23755500        99106
    1.33    1.59   -0.95    1.76    1.71    0.79   0.53349893   0.66100001   0.24876100        99143
    4.62    1.87    1.17    0.36    0.27    0.44   0.47097120   0.66100001   0.26855700        99201
    1.54    1.54    0.58   -0.86    1.35    0.16   0.86858069   0.66100001   0.09604100        99210
    4.63    1.79    0.81   -0.96    1.26   -0.56   0.65776214   0.66100001   0.20283100        99252
    5.77    1.53   -0.95   -0.04    0.32    0.73   0.30307516   0.66100001   0.31338000        99265
    3.23    2.38    0.10   -0.36    0.53   -0.19   0.78993828   0.66100001   0.14123300        99277
    7.63    3.66   -1.64   -0.70    0.23    0.71  -0.12053837   0.66100001   0.39114500        99281
    5.36    1.63    1.53    0.26   -0.34   -0.42  -0.81762862   0.66100001   0.46375600        99327
    4.34    1.46   -0.90    2.84    0.32    0.79   0.16756656   0.66100001   0.34272000        99352
    6.99    1.80   -0.56    0.05    0.83    0.01   0.96984942   0.66100001   0.02481200        99353
    7.80    4.85   -1.71   -0.25    0.33    0.11   0.46825146   0.66100001   0.26937500        99416
    2.43    2.97   -0.60   -0.68   -0.57   -0.11  -0.75063483   0.66100001   0.45852000        99419
    2.08    1.91    0.19   -0.06    0.47   -0.18   0.91840313   0.66100001   0.06310700        99429
    6.17    1.68   -0.71   -0.51    0.68    0.23   0.63898735   0.66100001   0.21041600        99449
    6.49    2.10   -0.32   -1.11    1.97   -0.03   0.74276271   0.66100001   0.16503200        99450
    5.14    3.45    1.16    1.00    0.84   -0.60   0.62157372   0.66100001   0.21723000        99461
    3.68    1.90   -0.83    0.98    1.21   -0.42   0.78414668   0.66100001   0.14427700        99475
    5.67    3.42    0.86    1.43    1.25   -1.38   0.58727469   0.66100001   0.23006600        99482
    3.58    2.70    0.29   -0.86    1.21   -0.05   0.80679253   0.66100001   0.13216700        99485
    4.74    1.91    1.47    0.01   -0.25   -0.23  -0.71598134   0.66100001   0.45570100        99495
    1.35    2.81    0.90    1.40   -0.34   -1.34  -0.64126931   0.66100001   0.44934800        99523
    1.36    3.74   -0.80   -0.74    1.00   -0.74   0.79806634   0.66100001   0.13690000        99529
    7.54    4.75    1.53   -0.13   -0.39   -0.31  -0.82823197   0.66100001   0.46456000        99531
    4.10    1.51   -0.28    1.03    3.06   -0.47   0.94313763   0.66100001   0.04528800        99535
    0.59    3.87   -1.15    0.98    0.60   -0.11   0.00147835   0.66100001   0.37255900        99539
    6.54    2.27   -1.66   -0.89    0.43    1.47   0.02495696   0.66100001   0.36868500        99585
    1.82    2.84   -0.44    0.55    2.05   -0.69   0.88728238   0.66100001   0.08411300        99591
    1.21    4.60   -0.86    0.04   -0.57   -0.14  -0.78803702   0.66100001   0.46147700        99626
    6.03    4.70    0.99    0.13    0.47   -0.35   0.77733272   0.66100001   0.14781300        99637
    7.65    1.86    0.81   -0.28   -0.39    0.50  -0.46724307   0.66100001   0.43290700        99680
    4.42    1.71   -1.23   -0.07    0.24   -0.39   0.60395411   0.66100001   0.22391800        99688
    3.53    1.65   -1.35    0.24    0.95    0.34   0.88344251   0.66100001   0.08660300        99695
    5.76    2.27   -0.62    0.05    1.30   -1.07   0.77715418   0.66100001   0.14790500        99734
    3.50    2.30    0.25    1.91   -0.36   -0.25  -0.44274305   0.66100001   0.43038500        99752
    2.41    1.95    0.75   -0.17    0.28    0.32   0.68896944   0.66100001   0.18964200        99782
    6.28    1.81   -0.36   -0.48    1.69    0.46   0.83008748   0.66100001   0.11910300        99833
    7.30    1.80    1.27   -0.04   -0.45    0.09  -0.79450993   0.66100001   0.46198000        99842
    0.97    2.73    0.06   -0.58   -0.85   -0.21  -0.66007674   0.66100001   0.45098400        99913
    2.50    3.93    1.08   -0.14    0.13   -0.09   0.65803228   0.66100001   0.20272000        99928
    3.92    2.52    0.11    0.15    1.05    1.38   0.63106194   0.66100001   0.21354300        99947
    5.83    3.78   -0.44   -1.04    0.73   -0.52   0.39226994   0.66100001   0.29092500        99965
    2.30    5.10    1.36   -1.10   -1.29    0.10  -0.49775733   0.66100001   0.43597200        99973
    4.02    2.31   -1.62   -0.31    0.26    1.61   0.37150445   0.66100001   0.29640800        99997
    5.79    1.58   -0.25   -0.91    0.65    0.45   0.42961057   0.66100001   0.28063900       100022
    3.10    4.22   -1.34    0.97   -0.42   -0.11  -0.43723203   0.66100001   0.42981000       100054
    3.24    1.82   -0.98   -0.07    0.28   -0.41   0.62236719   0.66100001   0.21692400       100094
    2.52    2.48   -0.80    2.98    1.06    0.41   0.29426495   0.66100001   0.31545100       100098
    6.86    3.35    0.45   -1.02    0.53    1.16   0.16869065   0.66100001   0.34249700       100141
    1.88    2.60    1.15    0.40   -0.29    0.24  -0.31169007   0.66100001   0.41588800       100199
    4.26    1.83    1.16    1.13    2.01   -1.11   0.73414070   0.66100001   0.16914800       100232
    0.44    5.22    0.24    0.90    0.12    0.56   0.20427755   0.66100001   0.33527200       100266
    1.36    2.59    0.87    1.18   -0.78    0.36  -0.57094399   0.66100001   0.44299800       100316
    2.40    1.99   -0.29   -0.35    0.23    0.02   0.61668258   0.66100001   0.21910700       100322
    5.81    1.86    1.03   -0.48    1.01   -0.06   0.79348898   0.66100001   0.13934900       100324
    1.07    4.09    0.61   -0.61   -0.09   -0.25  -0.14153945   0.66100001   0.39410500       100340
    0.62    1.83    1.23    0.29    0.87   -1.26   0.47763254   0.66100001   0.26653900       100352
    0.01    3.67    1.54    0.15    0.21    0.11   0.62293956   0.66100001   0.21670300       100377
    6.92    1.37   -1.25   -1.69    4.10    0.47   0.76296611   0.66100001   0.15511200       100449
    7.46    1.95    1.36   -0.24    0.42   -0.21   0.61416752   0.66100001   0.22006600       100603
    3.05    1.76   -1.24    0.81    0.42    0.11   0.63911570   0.66100001   0.21036500       100608
    3.89    3.06   -1.34   -0.45    0.92   -0.19   0.88220329   0.66100001   0.08740200       100627
    1.05    3.39    1.33    0.01   -0.74   -0.15  -0.92325680   0.66100001   0.47148300       100633
    6.15    2.18   -1.35    0.74    1.32   -0.39   0.94957885   0.66100001   0.04047200       100640
    7.17    1.86   -1.16   -0.10   -0.22    0.27  -0.81311822   0.66100001   0.46341200       100647
    3.62    4.64   -1.21    0.34    0.30   -0.02   0.64271020   0.66100001   0.20893200       100667
    3.76    3.60    0.29    0.96    0.13   -1.03   0.13104030   0.66100001   0.34980000       100676
    3.74    1.64   -0.64    0.12    2.15    0.63   0.94482181   0.66100001   0.04403600       100680
    4.52    5.27    1.43   -0.59    0.30   -0.30   0.31862297   0.66100001   0.30966400       100691
    4.78    4.00   -1.38   -1.01    1.06    0.15   0.66339807   0.66100001   0.20050400       100702
    6.17    2.79    0.73   -2.12    2.31   -2.32   0.46977897   0.66100001   0.26891600       100748
    0.29    4.72    1.14   -0.16    0.39    0.44   0.79698988   0.66100001   0.13747800       100749
    2.77    3.74   -0.83   -0.15    0.55    0.28   0.85090150   0.66100001   0.10687200       100851
    5.91    1.97    1.06   -1.39    3.31   -0.43   0.81488982   0.66100001   0.12769800       100993
    2.62    4.35   -1.60   -0.38    1.07    2.24   0.33123823   0.66100001   0.30659000       100994
    2.34    3.35    0.09   -0.10    0.81   -0.52   0.81451236   0.66100001   0.12790800       101003
    3.17    2.56    1.02    0.09    0.69    0.17   0.97825375   0.66100001   0.01808500       101013
    3.83    1.69    0.23   -0.05    0.05    0.04  -0.25106797   0.66100001   0.40854700       101017
    7.34    4.54   -0.43   -0.46    0.50   -0.56   0.42071841   0.66100001   0.28314000       101072
    2.41    1.44    0.26   -0.67    0.12   -0.27   0.24964435   0.66100001   0.32557200       101076
    3.94    2.42   -0.83    1.54    0.68    0.86   0.34681632   0.66100001   0.30271900       101105
    6.00    1.56   -1.43    0.12    0.17    0.21   0.49183633   0.66100001   0.26216600       101120
    5.65    2.29    0.06   -0.66    0.07    0.15   0.00338644   0.66100001   0.37224800       101129
    3.21    2.54   -0.83   -1.30   -0.75   -0.27  -0.38720344   0.66100001   0.42445600       101174
    3.44    1.88   -1.12   -0.53    1.23   -0.03   0.91178822   0.66100001   0.06769900       101201
    3.08    1.31    0.17   -0.71    0.82   -0.53   0.70914609   0.66100001   0.18070300       101220
    2.62    2.56   -0.83    0.59    0.14    0.81  -0.04332044   0.66100001   0.37967300       101252
    4.19    1.72    0.83   -0.30    0.40    0.54   0.59392380   0.66100001   0.22763600       101266
    1.41    1.69    1.13    0.19    0.15    0.15   0.49755774   0.66100001   0.26037700       101315
    3.72    1.41   -0.05   -1.29    0.39    0.45   0.29053661   0.66100001   0.31632000       101317
    3.53    2.22    1.54    2.00    2.72   -2.04   0.63295255   0.66100001   0.21280100       101352
    6.85    2.79   -0.30   -0.07    1.85   -0.42   0.93792639   0.66100001   0.04913000       101363
    1.01    1.74   -0.22    0.71    1.73    0.83   0.75160228   0.66100001   0.16074000       101367
    1.32    2.29    0.16    0.49    0.34    0.48   0.29923816   0.66100001   0.31428500       101389
    5.75    3.32   -1.22    1.42   -0.10   -0.17   0.07344301   0.66100001   0.36034600       101422
    5.31    2.85   -1.40    0.89    0.06    0.51   0.19404896   0.66100001   0.33738200       101465
    3.80    4.07   -0.71    0.07    1.23    0.08   0.99514769   0.66100001   0.00412300       101477
    4.25    3.38    0.42    0.32    0.61    0.16   0.87690690   0.66100001   0.09079200       101514
    1.56    3.28   -0.65   -1.26    1.68   -0.15   0.89565521   0.66100001   0.07860800       101533
    1.08    4.54   -1.68   -0.30   -0.51    0.03  -0.51854222   0.66100001   0.43801300       101541
    4.51    2.98   -0.89   -2.11    2.24    0.42   0.81143132   0.66100001   0.12961600       101580
    7.84    2.59   -0.36   -0.35    0.52   -0.87   0.43400769   0.66100001   0.27939000       101617
    5.92    2.24    0.37    0.62   -0.07   -0.15   0.03617520   0.66100001   0.36679700       101681
    4.46    1.43   -0.40   -0.67    3.45   -0.35   0.96020912   0.66100001   0.03235700       101739
    0.70    2.77    1.61   -0.67    0.28   -1.39  -0.63218930   0.66100001   0.44854900       101741
    5.54    1.72   -0.03    0.08    0.96    0.30   0.77753253   0.66100001   0.14771000       101747
    0.75    3.35    0.24    0.23   -0.86   -0.02  -0.94531752   0.66100001   0.47302100       101766
    5.13    1.43   -0.76   -0.99    1.75   -0.54   0.79659445   0.66100001   0.13769000       101772
    2.23    3.12   -0.33    4.39    0.48    0.32  -0.22949180   0.66100001   0.40582700       101779
    6.74    2.77   -0.03    0.99    0.04   -1.03   0.23789580   0.66100001   0.32813900       101800
    7.14    3.08   -0.79   -0.06   -0.07    0.19  -0.55984668   0.66100001   0.44196100       101807
    4.97    2.56   -0.14    0.01    0.06   -0.01   0.96747513   0.66100001   0.02668700       101817
    4.16    2.10    1.43    0.12    0.40    0.13   0.95365791   0.66100001   0.03738300       101834
    1.03    3.49   -1.62    0.12    1.21    0.09   0.93984376   0.66100001   0.04772200       101854
    3.11    3.72   -0.61    0.68    0.11   -0.22  -0.06904739   0.66100001   0.38360200       101927
    7.82    2.75    1.12   -0.42    0.36   -0.30   0.29341710   0.66100001   0.31564900       101976
    1.32    2.15   -0.14    0.79    1.69    1.25   0.67292795   0.66100001   0.19651500       101990
    2.03    3.02   -1.58    2.99    2.52    0.58   0.52392976   0.66100001   0.25191900       102009
    4.19    1.58   -1.40    0.52    1.18    1.46   0.49462507   0.66100001   0.26129600       102015
    1.92    4.79    1.07    0.21   -0.16   -0.08  -0.63196289   0.66100001   0.44852900       102062
    3.94    3.61   -1.63    0.02    0.68    0.07   0.97906145   0.66100001   0.01743100       102179
    1.02    2.88    1.29   -0.74    1.28   -0.90   0.76398539   0.66100001   0.15460100       102185
    5.30    4.58    1.48    0.08   -0.45   -0.71  -0.61031320   0.66100001   0.44659900       102204
    4.59    2.63   -0.44    0.60    0.05   -0.19   0.09524634   0.66100001   0.35643900       102223
    0.93    3.43   -1.38   -0.19    0.02    0.09   0.30583978   0.66100001   0.31272500       102285
    5.82    2.55   -0.78    1.29    0.95    0.11   0.80596044   0.66100001   0.13262200       102289
    1.15    1.85    0.03   -0.22    1.99   -0.56   0.95749504   0.66100001   0.03444900       102290
    3.07    1.44    0.64    0.21    0.05   -0.05   0.22610513   0.66100001   0.33067600       102360
    1.11    1.52   -1.00    0.04    0.46   -0.39   0.76406310   0.66100001   0.15456200       102376
    7.40    2.54   -0.78    0.55    1.85   -0.41   0.99126769   0.66100001   0.00738300       102395
    2.06    2.00   -0.04   -0.28    0.17    0.08   0.09403901   0.66100001   0.35665800       102414
    7.66    4.24   -0.33   -0.03    0.22    0.08   0.83588633   0.66100001   0.11575000       102446
    0.59    2.95   -1.39   -0.07    0.07    0.04   0.71465087   0.66100001   0.17820500       102454
    0.39    2.71   -1.47   -0.05    0.42    0.15   0.89334257   0.66100001   0.08013900       102474
    1.93    3.15   -0.55    0.11    0.99    0.11   0.34362053   0.66100001   0.30352000       102482
    4.53    1.41   -0.23   -0.37    0.47    1.27   0.25933345   0.66100001   0.32342500       102519
    4.56    1.40    1.44    1.43    0.40    0.18   0.37189261   0.66100001   0.29630700       102564
    2.25    3.01   -0.42    0.20   -0.33   -0.34  -0.76536548   0.66100001   0.45969500       102623
    3.85    2.58   -0.75   -1.32    1.82    0.87   0.72981370   0.66100001   0.17118800       102627
    5.71    1.88    0.96    0.85    0.93   -0.03   0.83333383   0.66100001   0.11723100       102638
    0.65    1.63    1.11    0.27    0.73    0.14   0.82108937   0.66100001   0.12422500       102639
    1.29    3.86    0.20    0.44   -0.21    0.35  -0.52974716   0.66100001   0.43909800       102643
    4.18    4.68   -1.33    0.14    0.15   -0.17   0.59738820   0.66100001   0.22635900       102650
    7.61    1.59    0.58    0.36    1.20    0.65   0.90919937   0.66100001   0.06947700       102677
    0.98    2.29    0.50   -0.65   -0.49    1.01  -0.28878449   0.66100001   0.41316500       102762
    5.76    2.85    0.67    0.59    0.80   -0.67   0.71092850   0.66100001   0.17989700       102763
    3.45    2.29   -1.72    2.41    0.68    0.03   0.28994711   0.66100001   0.31645700       102770
    3.36    1.43   -1.05   -0.50    0.65    0.14   0.75129795   0.66100001   0.16088900       102780
    1.11    1.53   -0.01    0.03    0.49    0.09   0.93939381   0.66100001   0.04805300       102782
    2.68    2.40    1.33    0.46   -0.32    0.10  -0.50369642   0.66100001   0.43655900       102803
    5.10    4.25    0.82    0.50    0.73    0.19   0.87514793   0.66100001   0.09190900       102848
    2.14    4.41   -1.15   -0.61    0.42    2.52   0.08247365   0.66100001   0.35874000       102856
    3.89    2.22    0.24    0.23   -0.21   -0.20  -0.47708843   0.66100001   0.43390500       102916
    3.84    2.31    0.64   -0.41    1.02    0.59   0.83292753   0.66100001   0.11746600       102942
    4.28    2.13   -0.11    0.12    0.54   -0.38   0.82036167   0.66100001   0.12463500       102981
    4.19    2.55   -0.34   -0.32   -0.22    0.11  -0.57493988   0.66100001   0.44336900       102990
    3.37    2.07   -1.15    0.13    0.30    0.17   0.74379827   0.66100001   0.16453300       102992
    2.67    2.66    0.26    0.30    2.14    0.77   0.91495859   0.66100001   0.06550700       103037
    2.90    4.19   -1.08   -2.25    1.19    2.18   0.34971245   0.66100001   0.30199000       103046
    5.93    2.97   -1.46    0.38    0.16   -0.09   0.68209992   0.66100001   0.19261000       103129
    0.91    1.82   -1.32    0.49   -0.38   -0.22  -0.39814470   0.66100001   0.42564800       103155
    1.80    1.98   -0.89   -0.42    0.99   -0.45   0.90722476   0.66100001   0.07082600       103166
    2.91    1.57    1.03    0.53    1.24   -0.05   0.87987218   0.66100001   0.08889900       103182
    6.46    3.01    0.76    0.65    0.57   -0.01   0.81190703   0.66100001   0.12935300       103197
    3.61    3.60    1.10    0.37    0.58   -0.95   0.35309814   0.66100001   0.30113400       103203
    3.48    1.69   -0.76    1.61   -0.02   -0.95  -0.06884155   0.66100001   0.38357100       103204
    7.36    3.91   -0.35    0.58    0.72    0.09   0.90843782   0.66100001   0.06999800       103218
    1.91    2.35   -1.42    0.38   -0.59    0.01  -0.75752122   0.66100001   0.45907100       103266
    2.84    3.71    0.90    0.72    0.49   -0.60   0.32476107   0.66100001   0.30817500       103278
    8.00    2.90    1.56   -0.06    0.21   -0.18  -0.35194285   0.66100001   0.42053100       103281
    1.05    1.51   -1.24    0.97   -0.13    1.43  -0.11029295   0.66100001   0.38967700       103296
    6.55    1.43    1.21   -0.17    0.32   -0.02   0.72372516   0.66100001   0.17403000       103324
    7.21    2.61   -0.57   -0.36   -0.17   -1.14  -0.17422605   0.66100001   0.39858500       103326
    4.50    2.58   -1.01   -0.18    1.80    0.97   0.82431155   0.66100001   0.12240200       103350
    2.67    5.17   -0.52   -0.74    0.07    0.07   0.39017359   0.66100001   0.29148600       103378
    6.69    2.49    0.40    0.25    0.43   -0.36   0.73662723   0.66100001   0.16796800       103415
    2.14    2.84    0.70   -0.58    0.18    0.13   0.42542621   0.66100001   0.28182000       103424
    0.22    1.80    1.26    1.12   -0.31   -0.40  -0.74881640   0.66100001   0.45837400       103447
    7.69    3.11    0.42   -0.45    1.29   -0.28   0.78570018   0.66100001   0.14346400       103473
    2.30    1.55    1.09    0.08    0.50    0.04   0.89676565   0.66100001   0.07787000       103516
    3.28    2.26    0.38   -0.06   -0.20   -0.19  -0.93953095   0.66100001   0.47262000       103531
    6.20    4.51   -0.98   -0.93   -1.18   -0.16  -0.69101628   0.66100001   0.45362100       103552
    3.65    3.20   -1.02   -1.31    0.96    0.28   0.52861759   0.66100001   0.25037800       103583
    4.81    3.77   -0.26   -3.48    0.49    1.24   0.10260698   0.66100001   0.35509700       103584
    6.41    2.60   -1.45   -0.02    0.57    0.00   0.97028854   0.66100001   0.02446400       103585
    1.91    1.56   -0.47    0.26    3.84    2.14   0.96201664   0.66100001   0.03095600       103593
    3.26    4.29    1.12    0.71    0.03   -0.84   0.34868486   0.66100001   0.30224900       103614
    7.58    4.55   -1.31    0.35    0.52    0.20   0.85692945   0.66100001   0.10322600       103650
    6.51    2.04    0.35    0.22    1.87   -1.05   0.84673731   0.66100001   0.10936300       103658
    7.41    1.49    0.07   -0.99    0.79    1.30   0.29606446   0.66100001   0.31503000       103666
    4.70    2.93    1.21    1.42    1.39   -0.14   0.74751654   0.66100001   0.16273300       103692
    4.06    2.65    0.69    0.83    0.08    0.07   0.02280142   0.66100001   0.36904500       103719
    5.87    4.97    0.77    0.15    0.52    0.53   0.51103423   0.66100001   0.25609900       103722
    2.95    2.71   -1.64   -0.16    0.81    0.18   0.93747026   0.66100001   0.04946400       103737
    3.15    2.35   -0.17   -0.11    0.54    0.29   0.86986127   0.66100001   0.09524000       103755
    6.56    1.99    0.03    0.34    0.36   -0.03   0.58969124   0.66100001   0.22918600       103772
    2.94    3.61    1.07   -1.23    0.97    0.22   0.64868200   0.66100001   0.20653100       103808
    2.79    2.65   -0.13    0.35    0.43   -0.58   0.43523120   0.66100001   0.27904100       103897
    7.73    1.75   -1.68   -0.17   -0.33   -0.06  -0.73197810   0.66100001   0.45701200       103908
    3.17    1.74    1.56   -1.26    1.56    0.01   0.86433587   0.66100001   0.09868000       103948
    2.08    4.16   -0.65   -0.07    0.60   -0.21   0.95897238   0.66100001   0.03331200       103955
    2.26    2.69   -1.50    1.41    1.51    0.12   0.63452752   0.66100001   0.21218100       104041
    6.97    2.27   -0.75   -0.64   -0.39    0.75  -0.47983643   0.66100001   0.43418200       104046
    4.61    1.43    1.00   -0.86   -0.07    0.35  -0.19291080   0.66100001   0.40107900       104091
    0.06    2.62   -1.13   -0.01   -0.05   -0.06  -0.44307939   0.66100001   0.43042000       104127
    6.34    2.68   -0.84   -0.38   -0.39    0.85  -0.81682766   0.66100001   0.46369500       104199
    2.61    3.16   -0.96    1.01   -0.87   -0.09  -0.45110486   0.66100001   0.43125200       104201
    0.32    2.12   -1.30    0.06    0.05   -0.09   0.28004541   0.66100001   0.31874200       104220
    2.65    1.64   -0.15   -0.46    0.98    0.73   0.77659874   0.66100001   0.14819100       104223
    1.25    3.19   -1.51    0.29    0.60   -0.12   0.36953730   0.66100001   0.29691900       104227
    1.26    3.58    1.50   -0.40    1.64   -0.10   0.95717730   0.66100001   0.03469300       104248
    6.82    1.43    1.72   -0.54    1.17   -0.23   0.70938084   0.66100001   0.18059700       104270
    2.27    2.76    0.31    0.18    0.14   -0.18   0.42990720   0.66100001   0.28055500       104301
    3.88    2.82   -0.28    0.00   -0.48    0.23  -0.83114853   0.66100001   0.46478000       104305
    5.08    1.33    1.64   -0.25    1.11   -1.41   0.46848132   0.66100001   0.26930600       104321
    0.29    2.09    1.43   -0.20    0.40   -0.05   0.95019019   0.66100001   0.04001100       104323
    1.48    2.41    1.38    0.30   -0.59   -0.27  -0.61185939   0.66100001   0.44673800       104349
    1.88    1.99   -0.04   -0.24    0.63   -0.60   0.74927948   0.66100001   0.16187500       104362
    0.27    3.68    1.61   -0.22    0.28   -0.07   0.86627421   0.66100001   0.09747800       104373
    4.37    3.72    1.16    1.87    1.09    0.23   0.58263653   0.66100001   0.23174500       104375
    7.15    2.49    0.56    0.40    0.60    0.03   0.94951117   0.66100001   0.04052300       104415
    2.46    3.13    1.44   -0.04    0.41    0.05   0.98993174   0.66100001   0.00849800       104427
    2.08    1.36   -0.25   -0.64    0.27   -0.55   0.45637642   0.66100001   0.27290700       104473
    3.19    4.58   -1.17   -1.36    0.57    1.02   0.55020277   0.66100001   0.24313000       104485
    0.04    2.35    0.59    0.39    0.49   -1.06   0.09717778   0.66100001   0.35608800       104500
    1.78    1.46   -1.46   -0.43    1.21    0.49   0.86916787   0.66100001   0.09567400       104534
    4.55    3.53    0.46   -0.70    1.53    0.62   0.84298247   0.66100001   0.11159000       104548
    2.40    3.72   -1.35    0.60    1.43    1.74   0.51291404   0.66100001   0.25549500       104553
    0.94    3.83   -1.00    0.27    0.06    0.14   0.12608133   0.66100001   0.35073700       104594
    1.04    2.05   -1.13   -0.47    0.20    0.41   0.33903940   0.66100001   0.30466200       104597
    7.43    3.15    1.15   -0.03    1.02    0.03   0.95746900   0.66100001   0.03446900       104604
    0.68    2.80   -0.87    0.26   -0.21   -0.40  -0.20705012   0.66100001   0.40293500       104688
    3.07    2.52    1.42    0.56    0.87   -0.91   0.48403750   0.66100001   0.26457900       104774
    4.83    1.93   -0.65    0.49    0.64   -0.68   0.67421255   0.66100001   0.19597200       104775
    3.67    1.75   -1.32   -0.13   -0.06   -0.06  -0.57208429   0.66100001   0.44310400       104779
    5.00    3.77    1.32    0.06    0.59    0.41   0.88126733   0.66100001   0.08800400       104867
    5.09    2.75   -0.02    0.95    0.84    0.24  -0.24386955   0.66100001   0.40764600       104880
    7.21    1.74   -0.08    0.10   -0.42    0.16  -0.98485713   0.66100001   0.47571600       104935
    6.77    2.69    1.54   -0.81   -0.61   -1.05  -0.57914430   0.66100001   0.44375800       104941
    1.43    1.75   -0.07    0.48    0.97   -0.17   0.80002135   0.66100001   0.13584700       104956
    1.09    3.06   -1.24   -0.27   -0.30    2.39  -0.23511089   0.66100001   0.40654100       104972
    7.08    2.71    0.62   -0.40   -0.20   -0.12  -0.57355971   0.66100001   0.44324100       105045
    3.13    3.26    1.09   -0.02    1.45   -1.60   0.59336030   0.66100001   0.22784300       105052
    7.44    1.65    1.21   -0.25   -0.22   -0.07  -0.94290465   0.66100001   0.47285400       105060
    6.12    3.69   -1.19    1.56    0.13    1.25   0.15768483   0.66100001   0.34466700       105068
    2.04    4.06    0.39   -0.12   -0.21    0.26  -0.51441834   0.66100001   0.43761100       105071
    3.72    2.04    0.52    0.42    0.36    0.24   0.61801305   0.66100001   0.21859800       105084
    3.47    2.34   -0.93   -0.62    0.52    0.16   0.62075578   0.66100001   0.21754500       105135
    2.83    2.12   -0.13   -0.11    0.47    0.05   0.98532966   0.66100001   0.01231000       105176
    2.03    2.91   -0.48   -0.35    1.00   -0.24  -0.07676286   0.66100001   0.38475900       105208
    5.93    2.50    0.12    1.09    1.24    0.59   0.82615932   0.66100001   0.12135100       105228
    5.62    1.34   -1.41   -0.35   -0.01   -0.04   0.39101888   0.66100001   0.29126000       105230
    1.08    1.82    1.60    1.78   -0.40   -0.33  -0.20655917   0.66100001   0.40287100       105256
    1.94    2.49   -0.04   -0.63    0.66    0.29   0.77375557   0.66100001   0.14965000       105260
    2.32    2.77    1.32    0.06    0.28    0.05   0.93982066   0.66100001   0.04773900       105261
    6.18    3.03    1.35    1.16    2.45   -0.83   0.88824867   0.66100001   0.08348300       105287
